"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 1 person","2012",89.261,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 2-4 persons","2012",83.906,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 5-9 persons","2012",87.724,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 10-19 persons","2012",88.01,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 20-49 persons","2012",86.311,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 50+ persons","2012",67.495,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): Not stated","2012",91.881,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): Total","2012",98.092,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 1 person","2012",98.126,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 2-4 persons","2012",99.007,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 5-9 persons","2012",97.97,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 10-19 persons","2012",95.172,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 20-49 persons","2012",86.516,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 50+ persons","2012",75.576,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): Not stated","2012",95.968,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): Total","2012",98.385,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 1 person","2012",98.96,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 2-4 persons","2012",99.224,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 5-9 persons","2012",99.745,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 10-19 persons","2012",99.831,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 20-49 persons","2012",93.126,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 50+ persons","2012",85.432,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): Not stated","2012",96.802,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Not elsewhere classified","Establishment size (Detailed): Total","2012",100,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Total","Occupation (Skill level): Not elsewhere classified","Establishment size (Detailed): Not stated","2012",100,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Total","Establishment size (Detailed): Total","2012",96.043,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Total","Establishment size (Detailed): 1 person","2012",97.22,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Total","Establishment size (Detailed): 2-4 persons","2012",98.209,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Total","Establishment size (Detailed): 5-9 persons","2012",95.49,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Total","Establishment size (Detailed): 10-19 persons","2012",91.664,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Total","Establishment size (Detailed): 20-49 persons","2012",89.188,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Total","Establishment size (Detailed): 50+ persons","2012",78.435,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Total","Establishment size (Detailed): Not stated","2012",92.032,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): Total","2012",89.115,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 1 person","2012",90.199,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 2-4 persons","2012",81.037,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 5-9 persons","2012",85.036,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 10-19 persons","2012",87.105,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 20-49 persons","2012",88.611,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 50+ persons","2012",69.608,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): Not stated","2012",91.311,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): Total","2012",97.105,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 1 person","2012",97.21,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 2-4 persons","2012",98.575,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 5-9 persons","2012",98.135,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 10-19 persons","2012",94.149,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 20-49 persons","2012",87.203,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 50+ persons","2012",78.158,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): Not stated","2012",92.181,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): Total","2012",97.554,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 1 person","2012",98.615,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 2-4 persons","2012",98.774,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 5-9 persons","2012",99.668,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 10-19 persons","2012",99.794,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 20-49 persons","2012",94.793,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 50+ persons","2012",89.152,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): Not stated","2012",93.425,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Not elsewhere classified","Establishment size (Detailed): Total","2012",100,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Male","Occupation (Skill level): Not elsewhere classified","Establishment size (Detailed): Not stated","2012",100,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Total","Establishment size (Detailed): Total","2012",98.666,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Total","Establishment size (Detailed): 1 person","2012",98.802,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Total","Establishment size (Detailed): 2-4 persons","2012",99.426,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Total","Establishment size (Detailed): 5-9 persons","2012",97.781,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Total","Establishment size (Detailed): 10-19 persons","2012",94.931,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Total","Establishment size (Detailed): 20-49 persons","2012",78.413,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Total","Establishment size (Detailed): 50+ persons","2012",61.815,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Total","Establishment size (Detailed): Not stated","2012",97.854,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): Total","2012",91.144,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 1 person","2012",86.79,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 2-4 persons","2012",96.534,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 5-9 persons","2012",97.374,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 10-19 persons","2012",90.667,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 20-49 persons","2012",76.322,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): 50+ persons","2012",63.094,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill levels 3 and 4 ~ high","Establishment size (Detailed): Not stated","2012",93.721,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): Total","2012",98.986,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 1 person","2012",98.841,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 2-4 persons","2012",99.421,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 5-9 persons","2012",97.669,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 10-19 persons","2012",98.793,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 20-49 persons","2012",83.401,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): 50+ persons","2012",61.164,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 2 ~ medium","Establishment size (Detailed): Not stated","2012",98.993,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): Total","2012",99.207,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 1 person","2012",99.265,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 2-4 persons","2012",99.628,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 5-9 persons","2012",100,"Unreliable",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 10-19 persons","2012",100,"Unreliable",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 20-49 persons","2012",,"Unreliable",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): 50+ persons","2012",59.154,"Unreliable",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Skill level 1 ~ low","Establishment size (Detailed): Not stated","2012",99.9,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Not elsewhere classified","Establishment size (Detailed): Total","2012",100,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","Informal employment rate by sex, occupation and establishment size (%)","Female","Occupation (Skill level): Not elsewhere classified","Establishment size (Detailed): Not stated","2012",100,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
