VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,India,2022,3.420498871,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Indonesia,2022,4.503342504,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Iran (Islamic Republic of),2022,4.230851515,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Iraq,2022,4.509436224,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ireland,2022,280.531827082,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Israel,2022,141.197735862,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Italy,2022,50.008094481,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Jamaica,2022,25.385849154,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Japan,2022,56.315309251,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Jordan,2022,34.150667523,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Kazakhstan,2022,7.948937233,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Kenya,2022,17.253932999,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Kuwait,2022,104.882701415,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Kyrgyzstan,2022,0.92947877,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Lao People's Democratic Republic,2022,1.909559799,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Latvia,2022,155.003962372,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Lebanon,2022,16.799897867,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Lesotho,2022,40.197578027,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Liberia,2022,4.684007548,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Libya,2022,8.12699971,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Lithuania,2022,151.940326177,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Luxembourg,2022,1362.012610933,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Madagascar,2022,0.799160536,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malawi,2022,5.687926724,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malaysia,2022,63.851769601,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mali,2022,2.179814544,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Malta,2022,237.542903823,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mauritania,2022,4.608097533,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mauritius,2022,17.890922603,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mexico,2022,13.286705425,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mongolia,2022,24.123441099,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Montenegro,2022,1.645449417,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Morocco,2022,10.850769756,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mozambique,2022,8.422878929,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Myanmar,2022,1.996089303,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Namibia,2022,33.279966376,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nepal,2022,2.824690701,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2022,96.483110352,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,New Zealand,2022,41.481416803,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nicaragua,2022,8.501914888,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Niger,2022,3.175207893,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nigeria,2022,32.376319155,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,North Macedonia,2022,4.248870181,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Norway,2022,146.802969245,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Oman,2022,46.860311188,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Pakistan,2022,1.954210871,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Palestine,2022,28.895018062,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Panama,2022,54.892464078,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Paraguay,2022,14.413520839,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Peru,2022,7.596454476,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Philippines,2022,4.194579957,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2022,55.350456945,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2022,31.968537053,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Puerto Rico,2022,28.985567225,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Qatar,2022,191.723882291,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Korea,2022,58.265055426,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Moldova,2022,8.923303681,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2022,24.788934001,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Russian Federation,2022,19.665167288,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Rwanda,2022,14.885959589,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sao Tome and Principe,2022,8.187021499,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Saudi Arabia,2022,28.008387175,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Senegal,2022,6.367760151,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Serbia,2022,7.600496238,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Seychelles,2022,112.839597574,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sierra Leone,2022,10.593603964,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2022,158.232396158,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2022,55.804488217,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Somalia,2022,1.184932117,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Africa,2022,15.813304293,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Sudan,2022,8.962944394,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2022,40.817785648,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sri Lanka,2022,6.197680995,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sudan,2022,2.738484635,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Suriname,2022,6.988751804,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2022,248.969220597,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Switzerland,2022,441.367561433,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Syrian Arab Republic,2022,0.911768695,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tajikistan,2022,1.178220646,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Thailand,2022,7.513500155,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Timor-Leste,2022,1.730860676,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Togo,2022,25.529655371,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Trinidad and Tobago,2022,54.846240903,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tunisia,2022,12.015383929,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Turkmenistan,2022,2.068669468,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Türkiye,2022,15.505117911,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uganda,2022,42.461826644,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ukraine,2022,11.794848494,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Arab Emirates,2022,89.573227362,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2022,338.368391953,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Republic of Tanzania,2022,9.090451079,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United States of America,2022,47.443670615,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uruguay,2022,11.450803636,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uzbekistan,2022,2.582587476,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Venezuela (Bolivarian Republic of),2022,4.345386716,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Viet Nam,2022,3.758071661,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Yemen,2022,4.858648682,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zambia,2022,14.906657902,US$/m3,E,false
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zimbabwe,2022,3.602973176,US$/m3,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Afghanistan,2022,53.754761903,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Albania,2022,3.395432692,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Algeria,2022,97.648704663,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Angola,2022,0.389069536,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Antigua and Barbuda,2022,1.324414716,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Argentina,2022,7.730403062,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Armenia,2022,48.012911035,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Australia,2022,3.125104098,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Austria,2022,0.454271021,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Azerbaijan,2022,53.064354345,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Bahrain,2022,44.538185845,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Bangladesh,2022,5.02607175,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Barbados,2022,59.197530864,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Belarus,2022,1.268951879,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Belgium,2022,0.45043526,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Belize,2022,0.853506364,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Benin,2022,0.245894807,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Bhutan,2022,1.330150281,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Bolivia (Plurinational State of),2022,0.17675134,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Botswana,2022,0.623791133,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Brazil,2022,0.910083664,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Brunei Darussalam,2022,0.199698568,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Bulgaria,2022,5.369457181,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Burkina Faso,2022,4.021988528,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Burundi,2022,8.07860262,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Cabo Verde,2022,23.270810944,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Cambodia,2022,0.974371144,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Cameroon,2022,1.056630824,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Canada,2022,0.397898919,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Central African Republic,2022,0.001851852,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Chad,2022,3.282226563,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Chile,2022,8.163546569,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,China,2022,25.801498981,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Colombia,2022,2.984807478,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Comoros,2022,0.391666667,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Congo,2022,0.001197221,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Costa Rica,2022,3.571488116,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Croatia,2022,0.112919828,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Cuba,2022,15.545675641,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Cyprus,2022,18.668378167,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Czechia,2022,0.668637032,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Côte d'Ivoire,2022,2.626970228,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Democratic People's Republic of Korea,2022,21.17910926,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Democratic Republic of the Congo,2022,0.023863259,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Denmark,2022,13.696241212,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Djibouti,2022,1,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Dominica,2022,0.5,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Dominican Republic,2022,32.952743993,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Ecuador,2022,5.522714494,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Egypt,2022,111.74863388,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,El Salvador,2022,8.802114485,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Equatorial Guinea,2022,0.009267841,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Eritrea,2022,10.560675883,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Estonia,2022,0.054113831,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Eswatini,2022,73.057371097,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Ethiopia,2022,29.623853211,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Fiji,2022,0.175131349,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Finland,2022,2.541571563,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,France,2022,2.201841524,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Gabon,2022,0.145487365,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Gambia,2022,0.852544585,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Georgia,2022,1.413550489,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Germany,2022,1.472959156,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Ghana,2022,4.613386232,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Greece,2022,16.357013733,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Grenada,2022,1.05,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Guatemala,2022,3.257902919,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Guinea,2022,0.923076923,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Guinea-Bissau,2022,1.133603239,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Guyana,2022,3.111872146,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Haiti,2022,11.159313273,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Honduras,2022,3.387588428,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Hungary,2022,0.895715112,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Iceland,2022,0.000409422,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,India,2022,60.113744899,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Indonesia,2022,25.303454715,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Iran (Islamic Republic of),2022,74.928842346,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Iraq,2022,43.776375828,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Ireland,2022,0.190712223,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Israel,2022,60.459370903,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Italy,2022,14.950527847,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Jamaica,2022,2.112864368,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Japan,2022,24.429118774,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Jordan,2022,54.332119356,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Kazakhstan,2022,19.649833008,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Kenya,2022,26.661170651,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Kuwait,2022,2397.78336,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Kyrgyzstan,2022,46.380755543,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Lao People's Democratic Republic,2022,4.595827901,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Latvia,2022,0.295215085,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Lebanon,2022,22.366898964,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Lesotho,2022,0.222612771,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Liberia,2022,0.022282609,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Libya,2022,679.784366577,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Lithuania,2022,0.423503965,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Luxembourg,2022,0.04145937,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Madagascar,2022,10.798898095,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Malawi,2022,15.04322023,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Malaysia,2022,1.569955427,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Maldives,2022,0.712154356,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Mali,2022,7.831790124,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Malta,2022,25.068292778,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Mauritania,2022,11.998314173,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Mauritius,2022,10.9967767,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Mexico,2022,34.293658901,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Mongolia,2022,1.842143906,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Morocco,2022,44.547799564,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Mozambique,2022,1.279429251,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Myanmar,2022,5.137562255,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Namibia,2022,0.224940406,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Nepal,2022,8.156835288,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Netherlands (Kingdom of the),2022,0.536286568,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,New Zealand,2022,5.226854561,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Nicaragua,2022,1.888763574,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Niger,2022,10.031599829,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Nigeria,2022,4.270290659,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,North Macedonia,2022,3.363988383,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Norway,2022,0.642487645,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Oman,2022,94.285639687,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Pakistan,2022,103.36787482,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Palestine,2022,17.043492833,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Panama,2022,0.331820887,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Papua New Guinea,2022,0.000337268,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Paraguay,2022,1.442914733,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Peru,2022,3.932935916,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Philippines,2022,20.769552727,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Poland,2022,4.229369089,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Portugal,2022,6.826417786,%,E,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Puerto Rico,2022,0.677139046,%,I,false
Water use,Pressure on water resources,SDG 6.4.2. Agricultural Sector Contribution to Water Stress,Qatar,2022,143.565855044,%,E,false
