,year,region_sdg,stat,amount
1630,2019,Oceania,wat_pop_basal_sub_u,3407240.171167422
1631,2019,Sub-Saharan Africa,wat_pop_basal_sub_u,1402549573.2468338
1632,2020,Australia and New Zealand,wat_pop_basal_sub_u,875946.9166821449
1633,2020,Central and Southern Asia,wat_pop_basal_sub_u,744398726.2480122
1634,2020,Eastern and South-Eastern Asia,wat_pop_basal_sub_u,1429218357.048064
1635,2020,Europe and Northern America,wat_pop_basal_sub_u,97008025.67338148
1636,2020,Latin America and the Caribbean,wat_pop_basal_sub_u,556985159.6627089
1637,2020,Northern Africa and Western Asia,wat_pop_basal_sub_u,226731635.88954806
1638,2020,Oceania,wat_pop_basal_sub_u,3464054.1735910103
1639,2020,Sub-Saharan Africa,wat_pop_basal_sub_u,1466930399.4442594
1640,2021,Australia and New Zealand,wat_pop_basal_sub_u,931918.1634842155
1641,2021,Central and Southern Asia,wat_pop_basal_sub_u,755943928.5430995
1642,2021,Eastern and South-Eastern Asia,wat_pop_basal_sub_u,1446144797.036733
1643,2021,Europe and Northern America,wat_pop_basal_sub_u,94174947.49800536
1644,2021,Latin America and the Caribbean,wat_pop_basal_sub_u,544378081.1104581
1645,2021,Northern Africa and Western Asia,wat_pop_basal_sub_u,237025500.12687695
1646,2021,Oceania,wat_pop_basal_sub_u,3526625.516164909
1647,2021,Sub-Saharan Africa,wat_pop_basal_sub_u,1535446298.534844
1648,2022,Australia and New Zealand,wat_pop_basal_sub_u,989195.2891218117
1649,2022,Central and Southern Asia,wat_pop_basal_sub_u,773240596.328907
1650,2022,Eastern and South-Eastern Asia,wat_pop_basal_sub_u,1463661696.869103
1651,2022,Europe and Northern America,wat_pop_basal_sub_u,91773145.78788123
1652,2022,Latin America and the Caribbean,wat_pop_basal_sub_u,542396150.450012
1653,2022,Northern Africa and Western Asia,wat_pop_basal_sub_u,242394291.83460727
1654,2022,Oceania,wat_pop_basal_sub_u,3593210.3695335216
1655,2022,Sub-Saharan Africa,wat_pop_basal_sub_u,1596951691.0757527
1656,2000,Australia and New Zealand,wat_pop_lim_t,0.0
1657,2000,Central and Southern Asia,wat_pop_lim_t,5460252.395113632
1658,2000,Eastern and South-Eastern Asia,wat_pop_lim_t,1850829.6445157889
1659,2000,Europe and Northern America,wat_pop_lim_t,248731.77311387786
1660,2000,Latin America and the Caribbean,wat_pop_lim_t,465650.4098085685
1661,2000,Northern Africa and Western Asia,wat_pop_lim_t,1617971.4932904756
1662,2000,Oceania,wat_pop_lim_t,11996.373275321816
1663,2000,Sub-Saharan Africa,wat_pop_lim_t,5736211.851363096
1664,2001,Australia and New Zealand,wat_pop_lim_t,0.0
1665,2001,Central and Southern Asia,wat_pop_lim_t,5591438.064339458
1666,2001,Eastern and South-Eastern Asia,wat_pop_lim_t,1846637.7452230165
1667,2001,Europe and Northern America,wat_pop_lim_t,247275.45719685702
1668,2001,Latin America and the Caribbean,wat_pop_lim_t,456617.17624754057
1669,2001,Northern Africa and Western Asia,wat_pop_lim_t,1649717.4092473793
1670,2001,Oceania,wat_pop_lim_t,12896.756443511309
1671,2001,Sub-Saharan Africa,wat_pop_lim_t,6077228.708346835
1672,2002,Australia and New Zealand,wat_pop_lim_t,0.0
1673,2002,Central and Southern Asia,wat_pop_lim_t,5704511.489566535
1674,2002,Eastern and South-Eastern Asia,wat_pop_lim_t,1905439.7741414665
1675,2002,Europe and Northern America,wat_pop_lim_t,246884.83351975604
1676,2002,Latin America and the Caribbean,wat_pop_lim_t,444451.4051898763
1677,2002,Northern Africa and Western Asia,wat_pop_lim_t,1677124.6911776038
1678,2002,Oceania,wat_pop_lim_t,13221.721089941693
1679,2002,Sub-Saharan Africa,wat_pop_lim_t,6407285.116299539
1680,2003,Australia and New Zealand,wat_pop_lim_t,0.0
1681,2003,Central and Southern Asia,wat_pop_lim_t,5816818.174883284
1682,2003,Eastern and South-Eastern Asia,wat_pop_lim_t,1957243.7047483502
1683,2003,Europe and Northern America,wat_pop_lim_t,248052.53697285196
1684,2003,Latin America and the Caribbean,wat_pop_lim_t,431825.5920113074
1685,2003,Northern Africa and Western Asia,wat_pop_lim_t,1715726.8858162225
1686,2003,Oceania,wat_pop_lim_t,13548.422720569642
1687,2003,Sub-Saharan Africa,wat_pop_lim_t,6750374.559522015
1688,2004,Australia and New Zealand,wat_pop_lim_t,0.0
1689,2004,Central and Southern Asia,wat_pop_lim_t,5926735.826016121
1690,2004,Eastern and South-Eastern Asia,wat_pop_lim_t,2008939.9981954305
1691,2004,Europe and Northern America,wat_pop_lim_t,270785.67382624274
1692,2004,Latin America and the Caribbean,wat_pop_lim_t,420167.6314256068
1693,2004,Northern Africa and Western Asia,wat_pop_lim_t,1756922.6582128312
1694,2004,Oceania,wat_pop_lim_t,13877.9979550281
1695,2004,Sub-Saharan Africa,wat_pop_lim_t,7106658.831797838
1696,2005,Australia and New Zealand,wat_pop_lim_t,0.0
1697,2005,Central and Southern Asia,wat_pop_lim_t,6129611.861158635
1698,2005,Eastern and South-Eastern Asia,wat_pop_lim_t,2061036.513655283
1699,2005,Europe and Northern America,wat_pop_lim_t,290287.99442274286
1700,2005,Latin America and the Caribbean,wat_pop_lim_t,408477.29093711026
1701,2005,Northern Africa and Western Asia,wat_pop_lim_t,1816025.748338346
1702,2005,Oceania,wat_pop_lim_t,14438.06450713566
1703,2005,Sub-Saharan Africa,wat_pop_lim_t,7473105.8294579005
1704,2006,Australia and New Zealand,wat_pop_lim_t,0.0
1705,2006,Central and Southern Asia,wat_pop_lim_t,6250440.647523893
1706,2006,Eastern and South-Eastern Asia,wat_pop_lim_t,2114198.466819898
1707,2006,Europe and Northern America,wat_pop_lim_t,311619.5843891129
1708,2006,Latin America and the Caribbean,wat_pop_lim_t,396388.5889191738
1709,2006,Northern Africa and Western Asia,wat_pop_lim_t,1880230.1237541821
1710,2006,Oceania,wat_pop_lim_t,15095.212241527173
1711,2006,Sub-Saharan Africa,wat_pop_lim_t,7849073.969243639
1712,2007,Australia and New Zealand,wat_pop_lim_t,0.0
1713,2007,Central and Southern Asia,wat_pop_lim_t,6357693.7728841035
1714,2007,Eastern and South-Eastern Asia,wat_pop_lim_t,2165741.5517889685
1715,2007,Europe and Northern America,wat_pop_lim_t,330917.09545686736
1716,2007,Latin America and the Caribbean,wat_pop_lim_t,383911.54463589017
1717,2007,Northern Africa and Western Asia,wat_pop_lim_t,1949745.3817310138
1718,2007,Oceania,wat_pop_lim_t,15774.920089292908
1719,2007,Sub-Saharan Africa,wat_pop_lim_t,8238420.080393447
1720,2008,Australia and New Zealand,wat_pop_lim_t,0.0
1721,2008,Central and Southern Asia,wat_pop_lim_t,6463782.3274448365
1722,2008,Eastern and South-Eastern Asia,wat_pop_lim_t,2214560.695705181
1723,2008,Europe and Northern America,wat_pop_lim_t,350274.09089623834
1724,2008,Latin America and the Caribbean,wat_pop_lim_t,372831.219770841
1725,2008,Northern Africa and Western Asia,wat_pop_lim_t,2019084.487591309
1726,2008,Oceania,wat_pop_lim_t,16479.30340727529
1727,2008,Sub-Saharan Africa,wat_pop_lim_t,8640202.941401377
1728,2009,Australia and New Zealand,wat_pop_lim_t,0.0
1729,2009,Central and Southern Asia,wat_pop_lim_t,6571487.771686071
1730,2009,Eastern and South-Eastern Asia,wat_pop_lim_t,2260970.683027394
1731,2009,Europe and Northern America,wat_pop_lim_t,368176.1511140446
1732,2009,Latin America and the Caribbean,wat_pop_lim_t,375252.8933900833
1733,2009,Northern Africa and Western Asia,wat_pop_lim_t,2089521.0242814226
1734,2009,Oceania,wat_pop_lim_t,17269.513569779152
1735,2009,Sub-Saharan Africa,wat_pop_lim_t,9053996.453925703
1736,2010,Australia and New Zealand,wat_pop_lim_t,0.0
1737,2010,Central and Southern Asia,wat_pop_lim_t,6679034.578272852
1738,2010,Eastern and South-Eastern Asia,wat_pop_lim_t,2305975.1521506375
1739,2010,Europe and Northern America,wat_pop_lim_t,385500.78557842184
1740,2010,Latin America and the Caribbean,wat_pop_lim_t,377480.1528393704
1741,2010,Northern Africa and Western Asia,wat_pop_lim_t,2162586.318694084
1742,2010,Oceania,wat_pop_lim_t,18135.061022597205
1743,2010,Sub-Saharan Africa,wat_pop_lim_t,9480004.454627443
1744,2011,Australia and New Zealand,wat_pop_lim_t,0.0
1745,2011,Central and Southern Asia,wat_pop_lim_t,6786714.423074204
1746,2011,Eastern and South-Eastern Asia,wat_pop_lim_t,2348963.121241962
1747,2011,Europe and Northern America,wat_pop_lim_t,402772.3138005752
1748,2011,Latin America and the Caribbean,wat_pop_lim_t,379766.504118158
1749,2011,Northern Africa and Western Asia,wat_pop_lim_t,2237841.24627153
1750,2011,Oceania,wat_pop_lim_t,19057.602627052154
1751,2011,Sub-Saharan Africa,wat_pop_lim_t,10161594.095377265
1752,2012,Australia and New Zealand,wat_pop_lim_t,0.0
1753,2012,Central and Southern Asia,wat_pop_lim_t,6891468.944040149
1754,2012,Eastern and South-Eastern Asia,wat_pop_lim_t,2390336.7896148255
1755,2012,Europe and Northern America,wat_pop_lim_t,420267.00312472344
1756,2012,Latin America and the Caribbean,wat_pop_lim_t,382343.1005728637
1757,2012,Northern Africa and Western Asia,wat_pop_lim_t,2308663.318870651
1758,2012,Oceania,wat_pop_lim_t,20034.153811639913
1759,2012,Sub-Saharan Africa,wat_pop_lim_t,10633246.113412058
1760,2013,Australia and New Zealand,wat_pop_lim_t,0.0
1761,2013,Central and Southern Asia,wat_pop_lim_t,6991608.339905324
1762,2013,Eastern and South-Eastern Asia,wat_pop_lim_t,2428875.345645491
1763,2013,Europe and Northern America,wat_pop_lim_t,424625.2173094407
1764,2013,Latin America and the Caribbean,wat_pop_lim_t,384214.90393938904
1765,2013,Northern Africa and Western Asia,wat_pop_lim_t,2379985.713105928
1766,2013,Oceania,wat_pop_lim_t,20910.636725216198
1767,2013,Sub-Saharan Africa,wat_pop_lim_t,11120550.274090022
1768,2014,Australia and New Zealand,wat_pop_lim_t,0.0
1769,2014,Central and Southern Asia,wat_pop_lim_t,7088122.180430707
1770,2014,Eastern and South-Eastern Asia,wat_pop_lim_t,2463601.4346434963
1771,2014,Europe and Northern America,wat_pop_lim_t,441633.3164524031
1772,2014,Latin America and the Caribbean,wat_pop_lim_t,385385.71064788377
1773,2014,Northern Africa and Western Asia,wat_pop_lim_t,2455005.7014629603
1774,2014,Oceania,wat_pop_lim_t,21847.58883585258
1775,2014,Sub-Saharan Africa,wat_pop_lim_t,11614417.906520244
1776,2015,Australia and New Zealand,wat_pop_lim_t,0.0
1777,2015,Central and Southern Asia,wat_pop_lim_t,7180058.917776395
1778,2015,Eastern and South-Eastern Asia,wat_pop_lim_t,2494479.2977792146
1779,2015,Europe and Northern America,wat_pop_lim_t,436506.8132717024
1780,2015,Latin America and the Caribbean,wat_pop_lim_t,386606.0453225241
1781,2015,Northern Africa and Western Asia,wat_pop_lim_t,2553766.9451813
1782,2015,Oceania,wat_pop_lim_t,22845.225895887495
1783,2015,Sub-Saharan Africa,wat_pop_lim_t,12116176.446949448
1784,2016,Australia and New Zealand,wat_pop_lim_t,0.0
1785,2016,Central and Southern Asia,wat_pop_lim_t,7269114.74516031
1786,2016,Eastern and South-Eastern Asia,wat_pop_lim_t,2519815.1753830505
1787,2016,Europe and Northern America,wat_pop_lim_t,431522.389511896
1788,2016,Latin America and the Caribbean,wat_pop_lim_t,387200.9578326156
1789,2016,Northern Africa and Western Asia,wat_pop_lim_t,2639271.9289392014
1790,2016,Oceania,wat_pop_lim_t,23903.744835128848
1791,2016,Sub-Saharan Africa,wat_pop_lim_t,12633276.629301596
1792,2017,Australia and New Zealand,wat_pop_lim_t,0.0
1793,2017,Central and Southern Asia,wat_pop_lim_t,7356350.0880614435
1794,2017,Eastern and South-Eastern Asia,wat_pop_lim_t,2543368.172478592
1795,2017,Europe and Northern America,wat_pop_lim_t,426318.01990796503
1796,2017,Latin America and the Caribbean,wat_pop_lim_t,354815.3174480324
1797,2017,Northern Africa and Western Asia,wat_pop_lim_t,2729013.155529972
1798,2017,Oceania,wat_pop_lim_t,25021.798119104482
1799,2017,Sub-Saharan Africa,wat_pop_lim_t,13097384.80879288
1800,2018,Australia and New Zealand,wat_pop_lim_t,0.0
1801,2018,Central and Southern Asia,wat_pop_lim_t,7438805.94843669
1802,2018,Eastern and South-Eastern Asia,wat_pop_lim_t,2524706.5639430718
1803,2018,Europe and Northern America,wat_pop_lim_t,420613.66452769784
1804,2018,Latin America and the Caribbean,wat_pop_lim_t,356872.83784625516
1805,2018,Northern Africa and Western Asia,wat_pop_lim_t,2786487.5544701377
1806,2018,Oceania,wat_pop_lim_t,26194.63960094904
1807,2018,Sub-Saharan Africa,wat_pop_lim_t,13627744.16544949
1808,2019,Australia and New Zealand,wat_pop_lim_t,0.0
1809,2019,Central and Southern Asia,wat_pop_lim_t,7514527.060752686
1810,2019,Eastern and South-Eastern Asia,wat_pop_lim_t,2517778.8730984447
1811,2019,Europe and Northern America,wat_pop_lim_t,415022.53351875325
1812,2019,Latin America and the Caribbean,wat_pop_lim_t,351893.88974688237
1813,2019,Northern Africa and Western Asia,wat_pop_lim_t,2881656.5758475047
1814,2019,Oceania,wat_pop_lim_t,27399.953580294605
1815,2019,Sub-Saharan Africa,wat_pop_lim_t,14206457.4812156
1816,2020,Australia and New Zealand,wat_pop_lim_t,0.0
1817,2020,Central and Southern Asia,wat_pop_lim_t,7589201.11754097
1818,2020,Eastern and South-Eastern Asia,wat_pop_lim_t,2520544.708362344
1819,2020,Europe and Northern America,wat_pop_lim_t,406589.63040733687
1820,2020,Latin America and the Caribbean,wat_pop_lim_t,301941.54513402114
1821,2020,Northern Africa and Western Asia,wat_pop_lim_t,2975403.264050329
1822,2020,Oceania,wat_pop_lim_t,28661.1092532597
1823,2020,Sub-Saharan Africa,wat_pop_lim_t,14776816.010717614
1824,2021,Australia and New Zealand,wat_pop_lim_t,0.0
1825,2021,Central and Southern Asia,wat_pop_lim_t,7654754.612321781
1826,2021,Eastern and South-Eastern Asia,wat_pop_lim_t,2155578.2527601696
1827,2021,Europe and Northern America,wat_pop_lim_t,395797.6987792242
1828,2021,Latin America and the Caribbean,wat_pop_lim_t,259916.24780683377
1829,2021,Northern Africa and Western Asia,wat_pop_lim_t,3073428.458501937
1830,2021,Oceania,wat_pop_lim_t,29689.78726639362
1831,2021,Sub-Saharan Africa,wat_pop_lim_t,15354479.236620577
1832,2022,Australia and New Zealand,wat_pop_lim_t,0.0
1833,2022,Central and Southern Asia,wat_pop_lim_t,7665953.101387945
1834,2022,Eastern and South-Eastern Asia,wat_pop_lim_t,1575895.7564983137
1835,2022,Europe and Northern America,wat_pop_lim_t,374070.4016758242
1836,2022,Latin America and the Caribbean,wat_pop_lim_t,260523.23091540605
1837,2022,Northern Africa and Western Asia,wat_pop_lim_t,3156331.365864178
1838,2022,Oceania,wat_pop_lim_t,26533.40215369169
1839,2022,Sub-Saharan Africa,wat_pop_lim_t,15818895.065011889
1840,2000,Australia and New Zealand,wat_pop_lim_r,0.0
1841,2000,Central and Southern Asia,wat_pop_lim_r,-193347303.34782997
1842,2000,Eastern and South-Eastern Asia,wat_pop_lim_r,-58238082.75193488
1843,2000,Europe and Northern America,wat_pop_lim_r,-22869870.36000831
1844,2000,Latin America and the Caribbean,wat_pop_lim_r,-83194165.54247135
1845,2000,Northern Africa and Western Asia,wat_pop_lim_r,-89492432.18687055
1846,2000,Oceania,wat_pop_lim_r,-203186.4998679343
1847,2000,Sub-Saharan Africa,wat_pop_lim_r,-157978804.9584714
1848,2001,Australia and New Zealand,wat_pop_lim_r,0.0
1849,2001,Central and Southern Asia,wat_pop_lim_r,-200097961.39232942
1850,2001,Eastern and South-Eastern Asia,wat_pop_lim_r,-59130811.05434411
1851,2001,Europe and Northern America,wat_pop_lim_r,-22754893.5517511
1852,2001,Latin America and the Caribbean,wat_pop_lim_r,-82213565.10564044
1853,2001,Northern Africa and Western Asia,wat_pop_lim_r,-92115525.58849148
1854,2001,Oceania,wat_pop_lim_r,-208780.30471341967
1855,2001,Sub-Saharan Africa,wat_pop_lim_r,-170058927.31825265
1856,2002,Australia and New Zealand,wat_pop_lim_r,0.0
1857,2002,Central and Southern Asia,wat_pop_lim_r,-206507225.55081227
1858,2002,Eastern and South-Eastern Asia,wat_pop_lim_r,-64236925.93062782
1859,2002,Europe and Northern America,wat_pop_lim_r,-22892375.33890309
1860,2002,Latin America and the Caribbean,wat_pop_lim_r,-80778613.88368921
1861,2002,Northern Africa and Western Asia,wat_pop_lim_r,-94408197.87955977
1862,2002,Oceania,wat_pop_lim_r,-214047.30511209505
1863,2002,Sub-Saharan Africa,wat_pop_lim_r,-182562953.27674285
1864,2003,Australia and New Zealand,wat_pop_lim_r,0.0
1865,2003,Central and Southern Asia,wat_pop_lim_r,-212960230.71449432
1866,2003,Eastern and South-Eastern Asia,wat_pop_lim_r,-69665728.44826917
1867,2003,Europe and Northern America,wat_pop_lim_r,-23032347.991794925
1868,2003,Latin America and the Caribbean,wat_pop_lim_r,-79165832.22676836
1869,2003,Northern Africa and Western Asia,wat_pop_lim_r,-97101243.95495333
1870,2003,Oceania,wat_pop_lim_r,-219178.15979236076
1871,2003,Sub-Saharan Africa,wat_pop_lim_r,-195696643.450828
1872,2004,Australia and New Zealand,wat_pop_lim_r,0.0
1873,2004,Central and Southern Asia,wat_pop_lim_r,-219590037.15567517
1874,2004,Eastern and South-Eastern Asia,wat_pop_lim_r,-75620338.84240486
1875,2004,Europe and Northern America,wat_pop_lim_r,-23213525.75586215
1876,2004,Latin America and the Caribbean,wat_pop_lim_r,-77402374.78202099
1877,2004,Northern Africa and Western Asia,wat_pop_lim_r,-99939967.17157437
1878,2004,Oceania,wat_pop_lim_r,-224379.87680074116
1879,2004,Sub-Saharan Africa,wat_pop_lim_r,-209611075.84674093
1880,2005,Australia and New Zealand,wat_pop_lim_r,0.0
1881,2005,Central and Southern Asia,wat_pop_lim_r,-226139968.6726855
1882,2005,Eastern and South-Eastern Asia,wat_pop_lim_r,-82138460.01115924
1883,2005,Europe and Northern America,wat_pop_lim_r,-23330147.91631219
1884,2005,Latin America and the Caribbean,wat_pop_lim_r,-75356380.28927681
1885,2005,Northern Africa and Western Asia,wat_pop_lim_r,-103626266.70610908
1886,2005,Oceania,wat_pop_lim_r,-232652.02516288764
1887,2005,Sub-Saharan Africa,wat_pop_lim_r,-224247422.11929816
1888,2006,Australia and New Zealand,wat_pop_lim_r,0.0
1889,2006,Central and Southern Asia,wat_pop_lim_r,-232695463.64074805
1890,2006,Eastern and South-Eastern Asia,wat_pop_lim_r,-89482507.27343428
1891,2006,Europe and Northern America,wat_pop_lim_r,-23551166.891902745
1892,2006,Latin America and the Caribbean,wat_pop_lim_r,-73075430.9877135
1893,2006,Northern Africa and Western Asia,wat_pop_lim_r,-107520668.58786282
1894,2006,Oceania,wat_pop_lim_r,-242812.0420169539
1895,2006,Sub-Saharan Africa,wat_pop_lim_r,-239427099.78600958
1896,2007,Australia and New Zealand,wat_pop_lim_r,0.0
1897,2007,Central and Southern Asia,wat_pop_lim_r,-239055301.2342615
1898,2007,Eastern and South-Eastern Asia,wat_pop_lim_r,-97421959.84813723
1899,2007,Europe and Northern America,wat_pop_lim_r,-23694062.41466762
1900,2007,Latin America and the Caribbean,wat_pop_lim_r,-70569260.38679609
1901,2007,Northern Africa and Western Asia,wat_pop_lim_r,-111668861.75257787
1902,2007,Oceania,wat_pop_lim_r,-253411.05421456817
1903,2007,Sub-Saharan Africa,wat_pop_lim_r,-254870124.50362477
1904,2008,Australia and New Zealand,wat_pop_lim_r,0.0
1905,2008,Central and Southern Asia,wat_pop_lim_r,-245441105.71667194
1906,2008,Eastern and South-Eastern Asia,wat_pop_lim_r,-105987149.69183257
1907,2008,Europe and Northern America,wat_pop_lim_r,-23856755.498551127
1908,2008,Latin America and the Caribbean,wat_pop_lim_r,-68384513.95645155
1909,2008,Northern Africa and Western Asia,wat_pop_lim_r,-115884887.16980472
1910,2008,Oceania,wat_pop_lim_r,-264742.1135953157
1911,2008,Sub-Saharan Africa,wat_pop_lim_r,-272163186.3172895
1912,2009,Australia and New Zealand,wat_pop_lim_r,0.0
1913,2009,Central and Southern Asia,wat_pop_lim_r,-251928743.327467
1914,2009,Eastern and South-Eastern Asia,wat_pop_lim_r,-115221095.94854642
1915,2009,Europe and Northern America,wat_pop_lim_r,-23840779.754028227
1916,2009,Latin America and the Caribbean,wat_pop_lim_r,-69728039.1833926
1917,2009,Northern Africa and Western Asia,wat_pop_lim_r,-120290714.04288562
1918,2009,Oceania,wat_pop_lim_r,-281674.6330708793
1919,2009,Sub-Saharan Africa,wat_pop_lim_r,-290382947.77638197
1920,2010,Australia and New Zealand,wat_pop_lim_r,0.0
1921,2010,Central and Southern Asia,wat_pop_lim_r,-258501001.63866577
1922,2010,Eastern and South-Eastern Asia,wat_pop_lim_r,-125207527.58785006
1923,2010,Europe and Northern America,wat_pop_lim_r,-23773015.85993358
1924,2010,Latin America and the Caribbean,wat_pop_lim_r,-71039775.19136864
1925,2010,Northern Africa and Western Asia,wat_pop_lim_r,-125173863.32809736
1926,2010,Oceania,wat_pop_lim_r,-299701.7097109881
1927,2010,Sub-Saharan Africa,wat_pop_lim_r,-309652440.62431395
1928,2011,Australia and New Zealand,wat_pop_lim_r,0.0
1929,2011,Central and Southern Asia,wat_pop_lim_r,-265053336.59527096
1930,2011,Eastern and South-Eastern Asia,wat_pop_lim_r,-135854589.01709744
1931,2011,Europe and Northern America,wat_pop_lim_r,-23710952.79850887
1932,2011,Latin America and the Caribbean,wat_pop_lim_r,-72344625.82277276
1933,2011,Northern Africa and Western Asia,wat_pop_lim_r,-130436977.04143006
1934,2011,Oceania,wat_pop_lim_r,-318767.5456109803
1935,2011,Sub-Saharan Africa,wat_pop_lim_r,-334023971.0641097
1936,2012,Australia and New Zealand,wat_pop_lim_r,0.0
1937,2012,Central and Southern Asia,wat_pop_lim_r,-271573029.02211916
1938,2012,Eastern and South-Eastern Asia,wat_pop_lim_r,-147214823.25297627
1939,2012,Europe and Northern America,wat_pop_lim_r,-23669286.071961336
1940,2012,Latin America and the Caribbean,wat_pop_lim_r,-73655057.58492962
1941,2012,Northern Africa and Western Asia,wat_pop_lim_r,-134849654.6927846
1942,2012,Oceania,wat_pop_lim_r,-338839.9235856994
1943,2012,Sub-Saharan Africa,wat_pop_lim_r,-355455730.7295284
1944,2013,Australia and New Zealand,wat_pop_lim_r,0.0
1945,2013,Central and Southern Asia,wat_pop_lim_r,-278111576.9917382
1946,2013,Eastern and South-Eastern Asia,wat_pop_lim_r,-159319875.85103604
1947,2013,Europe and Northern America,wat_pop_lim_r,-20696033.96125467
1948,2013,Latin America and the Caribbean,wat_pop_lim_r,-74941979.7491551
1949,2013,Northern Africa and Western Asia,wat_pop_lim_r,-139007394.94169864
1950,2013,Oceania,wat_pop_lim_r,-357567.7084748883
1951,2013,Sub-Saharan Africa,wat_pop_lim_r,-378110894.15168333
1952,2014,Australia and New Zealand,wat_pop_lim_r,0.0
1953,2014,Central and Southern Asia,wat_pop_lim_r,-284757937.1938718
1954,2014,Eastern and South-Eastern Asia,wat_pop_lim_r,-172153406.68723434
1955,2014,Europe and Northern America,wat_pop_lim_r,-20705445.258256033
1956,2014,Latin America and the Caribbean,wat_pop_lim_r,-76109613.087672
1957,2014,Northern Africa and Western Asia,wat_pop_lim_r,-143169951.11189455
1958,2014,Oceania,wat_pop_lim_r,-377748.61785656156
1959,2014,Sub-Saharan Africa,wat_pop_lim_r,-401898460.15555024
1960,2015,Australia and New Zealand,wat_pop_lim_r,0.0
1961,2015,Central and Southern Asia,wat_pop_lim_r,-291476783.21445185
1962,2015,Eastern and South-Eastern Asia,wat_pop_lim_r,-185738044.19006798
1963,2015,Europe and Northern America,wat_pop_lim_r,-20710425.131888665
1964,2015,Latin America and the Caribbean,wat_pop_lim_r,-77265253.28775935
1965,2015,Northern Africa and Western Asia,wat_pop_lim_r,-147805895.40239134
1966,2015,Oceania,wat_pop_lim_r,-399458.37310310005
1967,2015,Sub-Saharan Africa,wat_pop_lim_r,-426828606.8724724
1968,2016,Australia and New Zealand,wat_pop_lim_r,0.0
1969,2016,Central and Southern Asia,wat_pop_lim_r,-298181558.2499735
1970,2016,Eastern and South-Eastern Asia,wat_pop_lim_r,-200116443.6488481
1971,2016,Europe and Northern America,wat_pop_lim_r,-20723359.831669807
1972,2016,Latin America and the Caribbean,wat_pop_lim_r,-78009768.49621361
1973,2016,Northern Africa and Western Asia,wat_pop_lim_r,-153204831.90775344
1974,2016,Oceania,wat_pop_lim_r,-422786.87905866065
1975,2016,Sub-Saharan Africa,wat_pop_lim_r,-452897383.5581025
1976,2017,Australia and New Zealand,wat_pop_lim_r,0.0
1977,2017,Central and Southern Asia,wat_pop_lim_r,-304902734.5584127
1978,2017,Eastern and South-Eastern Asia,wat_pop_lim_r,-215324932.04173225
1979,2017,Europe and Northern America,wat_pop_lim_r,-20726261.698824234
1980,2017,Latin America and the Caribbean,wat_pop_lim_r,-79877055.50224464
1981,2017,Northern Africa and Western Asia,wat_pop_lim_r,-158747144.5144878
1982,2017,Oceania,wat_pop_lim_r,-447813.41729852103
1983,2017,Sub-Saharan Africa,wat_pop_lim_r,-476772818.7301425
1984,2018,Australia and New Zealand,wat_pop_lim_r,0.0
1985,2018,Central and Southern Asia,wat_pop_lim_r,-311642537.37817585
1986,2018,Eastern and South-Eastern Asia,wat_pop_lim_r,-229203074.89657235
1987,2018,Europe and Northern America,wat_pop_lim_r,-20662139.197240125
1988,2018,Latin America and the Caribbean,wat_pop_lim_r,-81296902.09145755
1989,2018,Northern Africa and Western Asia,wat_pop_lim_r,-164517949.17648697
1990,2018,Oceania,wat_pop_lim_r,-474666.05004265846
1991,2018,Sub-Saharan Africa,wat_pop_lim_r,-504945062.7322226
1992,2019,Australia and New Zealand,wat_pop_lim_r,0.0
1993,2019,Central and Southern Asia,wat_pop_lim_r,-318155481.79599106
1994,2019,Eastern and South-Eastern Asia,wat_pop_lim_r,-245205096.97400233
1995,2019,Europe and Northern America,wat_pop_lim_r,-20640220.611257844
1996,2019,Latin America and the Caribbean,wat_pop_lim_r,-78165654.68356259
1997,2019,Northern Africa and Western Asia,wat_pop_lim_r,-170401080.84923476
1998,2019,Oceania,wat_pop_lim_r,-502645.13256907195
1999,2019,Sub-Saharan Africa,wat_pop_lim_r,-535571252.3615876
2000,2020,Australia and New Zealand,wat_pop_lim_r,0.0
2001,2020,Central and Southern Asia,wat_pop_lim_r,-324682137.8350861
2002,2020,Eastern and South-Eastern Asia,wat_pop_lim_r,-261344613.19222492
2003,2020,Europe and Northern America,wat_pop_lim_r,-20217694.223466765
2004,2020,Latin America and the Caribbean,wat_pop_lim_r,-46396153.90792288
2005,2020,Northern Africa and Western Asia,wat_pop_lim_r,-176184892.32816663
2006,2020,Oceania,wat_pop_lim_r,-532864.7241435085
2007,2020,Sub-Saharan Africa,wat_pop_lim_r,-567239372.8567891
2008,2021,Australia and New Zealand,wat_pop_lim_r,0.0
2009,2021,Central and Southern Asia,wat_pop_lim_r,-331034513.1980044
2010,2021,Eastern and South-Eastern Asia,wat_pop_lim_r,-215693248.687203
2011,2021,Europe and Northern America,wat_pop_lim_r,-19504785.924808625
2012,2021,Latin America and the Caribbean,wat_pop_lim_r,-26428951.289606344
2013,2021,Northern Africa and Western Asia,wat_pop_lim_r,-182949305.19541746
2014,2021,Oceania,wat_pop_lim_r,-554568.269983432
2015,2021,Sub-Saharan Africa,wat_pop_lim_r,-599980042.8595679
2016,2022,Australia and New Zealand,wat_pop_lim_r,0.0
2017,2022,Central and Southern Asia,wat_pop_lim_r,-335258096.6837746
2018,2022,Eastern and South-Eastern Asia,wat_pop_lim_r,-122782117.45402095
